Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
20-10-21,2021,Hilux,110773,4,Africa,South Africa,Online
21-10-21,2021,Land Cruiser,37928,2,Asia,Japan,Online
21-10-21,2021,Corolla,61760,3,South America,Peru,Wholesale
21-10-21,2021,Vitz,90539,2,North America,Mexico,Wholesale
21-10-21,2021,Land Cruiser,60027,3,North America,United States,Wholesale
22-10-21,2021,Prius,117986,5,North America,United States,Online
22-10-21,2021,Prius,70680,1,Africa,Egypt,Online
22-10-21,2021,Prius,34370,4,South America,Colombia,Wholesale
22-10-21,2021,Corolla,115990,5,South America,Argentina,Dealership
22-10-21,2021,Vitz,76642,2,Europe,Spain,Online
22-10-21,2021,Corolla,95997,5,Europe,Spain,Wholesale
23-10-21,2021,Vitz,52623,1,South America,Brazil,Dealership
23-10-21,2021,Prius,88536,3,Asia,China,Wholesale
23-10-21,2021,Vitz,106566,1,South America,Colombia,Online
25-10-21,2021,Corolla,34758,2,Asia,South Korea,Online
25-10-21,2021,Corolla,117719,1,Asia,South Korea,Wholesale
25-10-21,2021,Hilux,41333,4,Africa,Kenya,Wholesale
26-10-21,2021,Yaris,55594,1,South America,Peru,Online
26-10-21,2021,Prius,38894,5,South America,Peru,Wholesale
26-10-21,2021,Vitz,74905,3,Europe,Germany,Online
26-10-21,2021,Yaris,92284,4,Africa,Morocco,Online
26-10-21,2021,Corolla,77995,4,Asia,China,Wholesale
28-10-21,2021,Vitz,65516,4,South America,Chile,Dealership
29-10-21,2021,Hilux,74696,2,Africa,Egypt,Wholesale
29-10-21,2021,Hilux,99853,2,Asia,India,Wholesale
29-10-21,2021,Corolla,35213,5,Africa,Egypt,Dealership
30-10-21,2021,Corolla,61051,3,Africa,Egypt,Online
30-10-21,2021,Hilux,58754,1,Asia,China,Dealership
30-10-21,2021,Corolla,75858,5,North America,Mexico,Online
30-10-21,2021,Hilux,95971,2,North America,Mexico,Dealership
01-11-21,2021,Vitz,87202,5,Europe,France,Online
01-11-21,2021,Corolla,119317,3,Africa,Nigeria,Online
01-11-21,2021,Vitz,94949,5,South America,Brazil,Wholesale
01-11-21,2021,Vitz,101441,4,Africa,Egypt,Wholesale
02-11-21,2021,Vitz,31125,1,North America,United States,Wholesale
02-11-21,2021,Prius,86543,2,North America,Mexico,Online
02-11-21,2021,Vitz,94372,2,Africa,South Africa,Dealership
02-11-21,2021,Corolla,97824,3,Europe,Germany,Wholesale
03-11-21,2021,Hilux,38373,3,North America,Mexico,Wholesale
03-11-21,2021,Yaris,56866,3,South America,Argentina,Dealership
03-11-21,2021,Corolla,101980,2,North America,Mexico,Online
03-11-21,2021,Hilux,41227,4,Africa,Kenya,Wholesale
03-11-21,2021,Corolla,63152,1,Europe,France,Online
03-11-21,2021,Vitz,58198,3,South America,Argentina,Dealership
04-11-21,2021,Corolla,44284,2,Africa,Kenya,Online
04-11-21,2021,Hilux,70059,4,North America,Canada,Online
04-11-21,2021,Prius,108847,3,Africa,South Africa,Dealership
04-11-21,2021,Yaris,117310,3,South America,Argentina,Dealership
04-11-21,2021,Land Cruiser,59553,1,Asia,South Korea,Dealership
04-11-21,2021,Prius,108893,1,Africa,Morocco,Online
05-11-21,2021,Corolla,39322,5,Africa,Morocco,Dealership
06-11-21,2021,Hilux,38127,3,Africa,South Africa,Wholesale
06-11-21,2021,Land Cruiser,33709,5,North America,United States,Dealership
07-11-21,2021,Corolla,87061,2,Europe,Spain,Dealership
07-11-21,2021,Prius,63067,1,Europe,Spain,Wholesale
07-11-21,2021,Vitz,61818,4,Asia,South Korea,Online
08-11-21,2021,Prius,108002,3,Africa,Morocco,Online
08-11-21,2021,Prius,108669,3,Africa,Kenya,Wholesale
08-11-21,2021,Hilux,83846,5,South America,Brazil,Online
09-11-21,2021,Land Cruiser,51370,1,North America,United States,Wholesale
09-11-21,2021,Vitz,99098,5,North America,Mexico,Online
10-11-21,2021,Prius,82047,3,Europe,Germany,Dealership
10-11-21,2021,Prius,38673,1,Asia,South Korea,Wholesale
11-11-21,2021,Land Cruiser,82034,3,Asia,South Korea,Dealership
12-11-21,2021,Land Cruiser,106553,1,Europe,Spain,Online
12-11-21,2021,Yaris,50810,3,South America,Chile,Dealership
12-11-21,2021,Hilux,90772,4,Asia,Thailand,Dealership
12-11-21,2021,Hilux,117154,5,Asia,China,Wholesale
13-11-21,2021,Corolla,107762,1,North America,Mexico,Dealership
13-11-21,2021,Land Cruiser,40038,5,Asia,India,Wholesale
13-11-21,2021,Hilux,118715,1,Africa,South Africa,Wholesale
14-11-21,2021,Prius,87987,1,South America,Chile,Online
14-11-21,2021,Corolla,42289,1,Asia,Japan,Dealership
14-11-21,2021,Land Cruiser,64905,3,Asia,South Korea,Online
15-11-21,2021,Vitz,30969,2,Europe,Italy,Online
15-11-21,2021,Vitz,91166,3,Asia,China,Online
15-11-21,2021,Hilux,99277,2,Europe,Germany,Dealership
15-11-21,2021,Yaris,111544,3,Africa,Nigeria,Wholesale
15-11-21,2021,Vitz,106749,2,Africa,Morocco,Wholesale
16-11-21,2021,Hilux,36214,1,Africa,Kenya,Online
16-11-21,2021,Corolla,35720,1,Africa,Nigeria,Dealership
16-11-21,2021,Corolla,118484,2,Asia,Japan,Wholesale
17-11-21,2021,Hilux,64902,2,Asia,China,Wholesale
18-11-21,2021,Hilux,33671,5,South America,Brazil,Wholesale
19-11-21,2021,Hilux,53926,1,Europe,Spain,Dealership
19-11-21,2021,Corolla,37076,3,South America,Peru,Wholesale
19-11-21,2021,Vitz,114448,5,South America,Brazil,Wholesale
19-11-21,2021,Yaris,39967,2,Asia,South Korea,Online
19-11-21,2021,Hilux,91068,3,North America,United States,Wholesale
20-11-21,2021,Hilux,63521,4,Europe,United Kingdom,Dealership
20-11-21,2021,Prius,108513,4,South America,Brazil,Online
20-11-21,2021,Corolla,68790,4,South America,Chile,Dealership
20-11-21,2021,Vitz,82775,3,South America,Chile,Online
21-11-21,2021,Prius,101515,2,North America,Canada,Online
21-11-21,2021,Yaris,44272,3,Asia,China,Wholesale
21-11-21,2021,Hilux,101744,5,Africa,Nigeria,Online
21-11-21,2021,Corolla,37304,5,South America,Colombia,Dealership
22-11-21,2021,Hilux,47762,4,Asia,Japan,Online
22-11-21,2021,Land Cruiser,110865,2,South America,Chile,Dealership
22-11-21,2021,Hilux,81591,5,South America,Argentina,Dealership
23-11-21,2021,Yaris,51891,1,Europe,France,Dealership
23-11-21,2021,Corolla,90428,1,South America,Peru,Wholesale
23-11-21,2021,Vitz,60146,4,Europe,France,Wholesale
23-11-21,2021,Land Cruiser,67880,4,Africa,Kenya,Wholesale
23-11-21,2021,Hilux,87487,4,South America,Colombia,Dealership
24-11-21,2021,Vitz,34715,5,Asia,South Korea,Wholesale
25-11-21,2021,Corolla,49750,2,Asia,China,Dealership
25-11-21,2021,Corolla,88491,4,Asia,China,Dealership
25-11-21,2021,Land Cruiser,30503,3,Europe,France,Online
25-11-21,2021,Yaris,69860,4,Africa,Morocco,Wholesale
25-11-21,2021,Corolla,48930,5,Asia,China,Wholesale
25-11-21,2021,Hilux,65911,2,Asia,India,Online
27-11-21,2021,Vitz,77143,4,Europe,Italy,Wholesale
27-11-21,2021,Prius,108821,1,Asia,China,Wholesale
27-11-21,2021,Land Cruiser,107530,4,South America,Brazil,Online
28-11-21,2021,Vitz,74696,4,South America,Chile,Dealership
28-11-21,2021,Prius,110358,2,Asia,India,Wholesale
29-11-21,2021,Corolla,93288,3,Africa,Nigeria,Dealership
30-11-21,2021,Corolla,50386,4,Africa,Nigeria,Online
30-11-21,2021,Corolla,42470,4,Europe,Spain,Wholesale
01-12-21,2021,Corolla,31947,5,South America,Brazil,Dealership
01-12-21,2021,Yaris,98146,2,Africa,Nigeria,Dealership
01-12-21,2021,Land Cruiser,60653,5,Africa,Kenya,Online
02-12-21,2021,Vitz,99499,4,North America,Canada,Wholesale
02-12-21,2021,Land Cruiser,106368,4,Europe,Germany,Dealership
02-12-21,2021,Corolla,74291,1,Asia,Japan,Wholesale
02-12-21,2021,Hilux,116842,5,Asia,Thailand,Wholesale
03-12-21,2021,Corolla,48934,2,North America,United States,Online
03-12-21,2021,Hilux,118479,4,Europe,Spain,Online
03-12-21,2021,Land Cruiser,46623,1,Africa,Morocco,Wholesale
04-12-21,2021,Hilux,67310,1,Asia,India,Online
04-12-21,2021,Vitz,118907,3,Asia,Thailand,Online
05-12-21,2021,Yaris,89829,2,Asia,South Korea,Dealership
06-12-21,2021,Land Cruiser,98837,1,Europe,Spain,Online
06-12-21,2021,Vitz,107713,2,Asia,Japan,Wholesale
07-12-21,2021,Vitz,33345,4,South America,Brazil,Dealership
07-12-21,2021,Hilux,94262,3,Asia,Japan,Online
07-12-21,2021,Prius,43427,2,Asia,China,Wholesale
08-12-21,2021,Vitz,93324,3,Africa,Kenya,Online
08-12-21,2021,Yaris,59236,2,South America,Brazil,Online
08-12-21,2021,Prius,70286,2,North America,Canada,Wholesale
08-12-21,2021,Corolla,33972,5,South America,Peru,Online
08-12-21,2021,Hilux,98551,3,North America,Mexico,Dealership
09-12-21,2021,Vitz,58259,2,South America,Argentina,Online
09-12-21,2021,Corolla,43783,5,Asia,China,Wholesale
10-12-21,2021,Land Cruiser,116057,5,North America,Canada,Wholesale
10-12-21,2021,Vitz,49098,3,Europe,Spain,Online
10-12-21,2021,Vitz,71565,4,Asia,India,Online
11-12-21,2021,Prius,39651,3,Asia,Thailand,Online
11-12-21,2021,Vitz,83077,2,Asia,India,Dealership
11-12-21,2021,Prius,109435,4,North America,Canada,Online
11-12-21,2021,Yaris,57937,3,Asia,India,Dealership
12-12-21,2021,Yaris,52272,3,Europe,France,Dealership
12-12-21,2021,Vitz,104174,3,North America,Mexico,Wholesale
14-12-21,2021,Prius,42698,3,Europe,France,Online
14-12-21,2021,Vitz,71999,4,Africa,Kenya,Online
14-12-21,2021,Land Cruiser,97583,2,Asia,China,Dealership
14-12-21,2021,Vitz,67203,5,North America,Mexico,Online
15-12-21,2021,Yaris,119217,3,Africa,Kenya,Wholesale
16-12-21,2021,Corolla,71633,5,Africa,Morocco,Wholesale
16-12-21,2021,Prius,42842,5,North America,United States,Dealership
16-12-21,2021,Vitz,76969,5,South America,Peru,Online
16-12-21,2021,Vitz,60034,3,North America,Mexico,Dealership
17-12-21,2021,Corolla,90064,3,North America,United States,Wholesale
18-12-21,2021,Land Cruiser,80083,3,Asia,China,Dealership
19-12-21,2021,Vitz,39176,3,Africa,Nigeria,Dealership
19-12-21,2021,Land Cruiser,90832,1,Asia,Thailand,Wholesale
19-12-21,2021,Vitz,75530,2,Asia,Thailand,Online
19-12-21,2021,Prius,75284,1,North America,United States,Wholesale
19-12-21,2021,Land Cruiser,44783,4,South America,Colombia,Dealership
21-12-21,2021,Prius,55460,1,North America,Canada,Dealership
22-12-21,2021,Land Cruiser,62205,1,Africa,South Africa,Online
22-12-21,2021,Vitz,46616,1,Africa,Morocco,Dealership
22-12-21,2021,Vitz,66445,2,Asia,Japan,Online
23-12-21,2021,Land Cruiser,38885,5,North America,Mexico,Wholesale
24-12-21,2021,Land Cruiser,88308,4,Africa,Morocco,Online
24-12-21,2021,Corolla,94642,4,Europe,Germany,Dealership
24-12-21,2021,Land Cruiser,100500,2,Europe,Germany,Dealership
24-12-21,2021,Vitz,113990,1,Africa,Kenya,Online
24-12-21,2021,Hilux,108342,5,Africa,South Africa,Wholesale
25-12-21,2021,Prius,86284,3,South America,Chile,Online
25-12-21,2021,Hilux,56165,2,Europe,Germany,Dealership
25-12-21,2021,Corolla,54791,5,Asia,India,Online
25-12-21,2021,Hilux,80539,2,Africa,Kenya,Wholesale
25-12-21,2021,Vitz,94430,2,Europe,Spain,Wholesale
26-12-21,2021,Prius,55262,3,South America,Chile,Dealership
26-12-21,2021,Vitz,101826,5,North America,United States,Online
26-12-21,2021,Vitz,119441,1,North America,Canada,Online
26-12-21,2021,Hilux,101114,5,Africa,Nigeria,Online
26-12-21,2021,Corolla,107364,5,Africa,South Africa,Wholesale
27-12-21,2021,Land Cruiser,35461,1,Asia,Thailand,Online
27-12-21,2021,Vitz,51873,3,Africa,Morocco,Wholesale
28-12-21,2021,Vitz,69899,5,Africa,Kenya,Wholesale
28-12-21,2021,Yaris,96629,1,Asia,Thailand,Dealership
28-12-21,2021,Land Cruiser,110635,2,Asia,Thailand,Wholesale
29-12-21,2021,Prius,99058,2,Europe,Germany,Dealership
29-12-21,2021,Hilux,68573,1,North America,Mexico,Dealership
30-12-21,2021,Corolla,99245,2,South America,Colombia,Online
31-12-21,2021,Land Cruiser,87465,5,Africa,Egypt,Online
31-12-21,2021,Prius,103030,1,South America,Chile,Online
31-12-21,2021,Vitz,36704,5,Europe,Spain,Online
01-01-22,2022,Land Cruiser,33302,4,North America,United States,Dealership
01-01-22,2022,Prius,42410,3,North America,Mexico,Wholesale
01-01-22,2022,Land Cruiser,112045,3,Europe,France,Dealership
02-01-22,2022,Vitz,105038,3,South America,Peru,Online
02-01-22,2022,Land Cruiser,63749,1,North America,Mexico,Dealership
02-01-22,2022,Land Cruiser,109804,4,North America,Canada,Wholesale
03-01-22,2022,Vitz,111919,3,Asia,China,Online
04-01-22,2022,Corolla,80603,5,Asia,Thailand,Dealership
04-01-22,2022,Vitz,41325,3,Africa,Morocco,Dealership
04-01-22,2022,Corolla,103247,4,Asia,Thailand,Dealership
05-01-22,2022,Hilux,115778,5,North America,United States,Online
05-01-22,2022,Hilux,118057,5,Africa,Morocco,Dealership
05-01-22,2022,Prius,92987,1,South America,Brazil,Wholesale
06-01-22,2022,Corolla,46092,1,Africa,South Africa,Dealership
06-01-22,2022,Vitz,40543,2,North America,Mexico,Dealership
06-01-22,2022,Land Cruiser,76402,4,Asia,India,Online
06-01-22,2022,Vitz,57111,5,North America,Canada,Online
06-01-22,2022,Prius,56469,4,Africa,South Africa,Wholesale
06-01-22,2022,Vitz,62050,3,North America,Mexico,Online
07-01-22,2022,Vitz,65854,3,Africa,South Africa,Wholesale
08-01-22,2022,Land Cruiser,107850,2,North America,United States,Dealership
08-01-22,2022,Yaris,70205,5,South America,Argentina,Wholesale
09-01-22,2022,Vitz,43339,5,Asia,China,Online
09-01-22,2022,Yaris,47383,2,South America,Argentina,Dealership
09-01-22,2022,Corolla,118598,3,South America,Argentina,Online
09-01-22,2022,Corolla,91549,5,Europe,Germany,Online
10-01-22,2022,Prius,44525,4,Asia,China,Dealership
10-01-22,2022,Land Cruiser,107664,5,South America,Chile,Dealership
10-01-22,2022,Land Cruiser,108926,3,Asia,China,Wholesale
10-01-22,2022,Corolla,109297,5,North America,Mexico,Dealership
10-01-22,2022,Hilux,85596,5,North America,United States,Dealership
11-01-22,2022,Corolla,98086,1,South America,Brazil,Online
11-01-22,2022,Corolla,62850,5,North America,Mexico,Wholesale
11-01-22,2022,Corolla,86153,2,Africa,Nigeria,Dealership
11-01-22,2022,Hilux,43706,2,Africa,Kenya,Online
11-01-22,2022,Land Cruiser,70765,4,Europe,Germany,Online
12-01-22,2022,Hilux,91671,5,Europe,Spain,Online
12-01-22,2022,Corolla,55226,4,Asia,China,Wholesale
12-01-22,2022,Corolla,115916,3,Asia,India,Online
13-01-22,2022,Corolla,103830,3,Europe,France,Wholesale
13-01-22,2022,Vitz,100632,1,Asia,South Korea,Online
13-01-22,2022,Corolla,84445,1,South America,Peru,Dealership
14-01-22,2022,Vitz,38861,5,North America,Mexico,Wholesale
15-01-22,2022,Prius,111339,5,Africa,Nigeria,Online
15-01-22,2022,Vitz,35274,4,Africa,South Africa,Wholesale
15-01-22,2022,Yaris,111565,4,North America,Canada,Online
15-01-22,2022,Land Cruiser,88810,5,Africa,Nigeria,Wholesale
16-01-22,2022,Corolla,56863,5,Europe,France,Dealership
17-01-22,2022,Vitz,45611,1,Africa,Kenya,Online
17-01-22,2022,Land Cruiser,112415,1,Africa,Nigeria,Dealership
17-01-22,2022,Prius,56783,1,Asia,Japan,Dealership
17-01-22,2022,Prius,35391,5,North America,United States,Wholesale
17-01-22,2022,Yaris,106724,4,Africa,Nigeria,Online
17-01-22,2022,Corolla,97258,2,Asia,China,Wholesale
18-01-22,2022,Corolla,33274,2,Africa,Morocco,Dealership
18-01-22,2022,Hilux,71530,4,Asia,India,Dealership
19-01-22,2022,Prius,100173,4,North America,Canada,Online
20-01-22,2022,Vitz,52447,4,South America,Peru,Wholesale
20-01-22,2022,Yaris,83382,1,Asia,India,Dealership
21-01-22,2022,Prius,49693,3,North America,Mexico,Online
21-01-22,2022,Vitz,54959,5,Africa,Nigeria,Online
23-01-22,2022,Corolla,57987,1,South America,Peru,Dealership
24-01-22,2022,Vitz,83239,2,South America,Peru,Online
24-01-22,2022,Corolla,90763,5,South America,Peru,Dealership
24-01-22,2022,Corolla,30599,4,Europe,France,Dealership
25-01-22,2022,Vitz,30056,2,Europe,Germany,Wholesale
25-01-22,2022,Corolla,35153,4,Asia,China,Wholesale
25-01-22,2022,Vitz,53853,4,Africa,Kenya,Dealership
25-01-22,2022,Corolla,43333,4,Europe,United Kingdom,Wholesale
26-01-22,2022,Hilux,43707,5,Africa,Kenya,Online
26-01-22,2022,Vitz,34991,2,North America,United States,Wholesale
28-01-22,2022,Corolla,42626,2,Asia,India,Wholesale
28-01-22,2022,Corolla,70910,4,Europe,Spain,Online
30-01-22,2022,Prius,56817,1,Africa,Nigeria,Dealership
31-01-22,2022,Land Cruiser,89251,3,Asia,Japan,Wholesale
31-01-22,2022,Vitz,115549,1,Asia,South Korea,Dealership
31-01-22,2022,Vitz,77128,5,South America,Chile,Dealership
31-01-22,2022,Vitz,42911,3,Africa,Morocco,Wholesale
31-01-22,2022,Vitz,45405,1,South America,Chile,Online
31-01-22,2022,Hilux,87698,2,North America,Mexico,Dealership
01-02-22,2022,Corolla,100656,1,Africa,Kenya,Wholesale
02-02-22,2022,Land Cruiser,116653,4,Europe,France,Wholesale
02-02-22,2022,Hilux,76381,5,North America,Mexico,Dealership
03-02-22,2022,Land Cruiser,41631,1,Europe,Germany,Online
03-02-22,2022,Vitz,96421,1,Asia,South Korea,Wholesale
03-02-22,2022,Vitz,40322,3,South America,Argentina,Wholesale
03-02-22,2022,Yaris,56817,4,Africa,South Africa,Dealership
03-02-22,2022,Yaris,61460,3,Asia,Thailand,Dealership
03-02-22,2022,Vitz,87223,5,Africa,Nigeria,Wholesale
04-02-22,2022,Hilux,74508,5,South America,Argentina,Wholesale
04-02-22,2022,Vitz,117940,4,Europe,United Kingdom,Online
04-02-22,2022,Hilux,75213,3,North America,Mexico,Online
04-02-22,2022,Prius,66656,4,North America,United States,Wholesale
05-02-22,2022,Yaris,33717,3,South America,Brazil,Wholesale
05-02-22,2022,Vitz,107271,2,Africa,Morocco,Online
05-02-22,2022,Yaris,35622,4,North America,Canada,Dealership
06-02-22,2022,Hilux,90178,5,Africa,South Africa,Online
06-02-22,2022,Prius,106023,3,Africa,Egypt,Wholesale
07-02-22,2022,Prius,119637,2,Africa,Morocco,Online
07-02-22,2022,Land Cruiser,59895,5,Asia,Japan,Dealership
07-02-22,2022,Corolla,39615,3,South America,Peru,Dealership
08-02-22,2022,Prius,68416,2,Asia,South Korea,Wholesale
08-02-22,2022,Vitz,56606,5,Africa,Egypt,Wholesale
09-02-22,2022,Corolla,42405,5,Europe,Italy,Wholesale
09-02-22,2022,Yaris,61334,2,Africa,South Africa,Dealership
09-02-22,2022,Corolla,109921,5,North America,United States,Online
09-02-22,2022,Corolla,63945,3,South America,Argentina,Wholesale
09-02-22,2022,Yaris,71704,3,South America,Argentina,Dealership
09-02-22,2022,Prius,74594,5,South America,Chile,Dealership
10-02-22,2022,Vitz,48773,1,Africa,Egypt,Online
10-02-22,2022,Hilux,102503,2,Europe,United Kingdom,Dealership
11-02-22,2022,Land Cruiser,35456,1,Asia,South Korea,Online
11-02-22,2022,Land Cruiser,102706,3,North America,Canada,Dealership
12-02-22,2022,Hilux,86492,5,Europe,Spain,Dealership
12-02-22,2022,Land Cruiser,72011,4,Africa,Kenya,Online
12-02-22,2022,Prius,38802,4,North America,United States,Online
12-02-22,2022,Vitz,57770,1,Asia,China,Wholesale
13-02-22,2022,Corolla,42516,1,Asia,Japan,Online
13-02-22,2022,Vitz,42979,1,South America,Peru,Online
13-02-22,2022,Land Cruiser,58063,3,Africa,Egypt,Dealership
14-02-22,2022,Corolla,41108,3,South America,Chile,Wholesale
14-02-22,2022,Corolla,82340,5,South America,Peru,Dealership
14-02-22,2022,Vitz,119352,3,Asia,Japan,Wholesale
14-02-22,2022,Vitz,118348,5,Asia,Thailand,Dealership
15-02-22,2022,Hilux,81792,5,Europe,France,Dealership
15-02-22,2022,Prius,59519,1,North America,United States,Dealership
16-02-22,2022,Hilux,78105,4,Asia,South Korea,Wholesale
16-02-22,2022,Land Cruiser,95481,1,South America,Argentina,Dealership
16-02-22,2022,Vitz,84470,3,Europe,France,Wholesale
16-02-22,2022,Yaris,98235,2,North America,Canada,Online
16-02-22,2022,Vitz,110752,3,Europe,Italy,Wholesale
16-02-22,2022,Prius,69866,4,Europe,France,Wholesale
17-02-22,2022,Yaris,87999,3,South America,Chile,Wholesale
17-02-22,2022,Vitz,108270,4,South America,Argentina,Online
17-02-22,2022,Vitz,61734,2,Africa,Morocco,Online
17-02-22,2022,Vitz,31825,2,North America,United States,Dealership
17-02-22,2022,Yaris,79824,5,South America,Brazil,Dealership
18-02-22,2022,Yaris,80060,3,North America,United States,Dealership
18-02-22,2022,Corolla,56409,5,Asia,India,Wholesale
19-02-22,2022,Prius,74078,1,Asia,Japan,Online
19-02-22,2022,Prius,65183,1,South America,Chile,Wholesale
19-02-22,2022,Land Cruiser,47340,1,Asia,Japan,Wholesale
20-02-22,2022,Corolla,52713,1,North America,United States,Online
20-02-22,2022,Yaris,60785,1,Europe,France,Online
20-02-22,2022,Prius,52586,3,Africa,Egypt,Dealership
20-02-22,2022,Corolla,55525,5,South America,Peru,Online
20-02-22,2022,Vitz,75610,5,Europe,Germany,Dealership
22-02-22,2022,Prius,48229,4,North America,Canada,Dealership
23-02-22,2022,Vitz,96877,1,Asia,Thailand,Wholesale
24-02-22,2022,Land Cruiser,100096,2,North America,United States,Online
24-02-22,2022,Land Cruiser,47801,4,Africa,Egypt,Online
24-02-22,2022,Prius,37386,4,South America,Chile,Wholesale
24-02-22,2022,Vitz,100871,3,Europe,France,Dealership
24-02-22,2022,Corolla,89469,4,North America,United States,Dealership
25-02-22,2022,Prius,39144,2,South America,Brazil,Wholesale
25-02-22,2022,Prius,85566,5,South America,Peru,Wholesale
25-02-22,2022,Prius,54660,4,South America,Colombia,Dealership
26-02-22,2022,Land Cruiser,50810,3,South America,Peru,Wholesale
26-02-22,2022,Hilux,86437,1,Africa,Morocco,Online
26-02-22,2022,Yaris,39542,2,South America,Peru,Wholesale
27-02-22,2022,Vitz,60331,1,North America,United States,Online
27-02-22,2022,Corolla,97187,4,Asia,China,Wholesale
27-02-22,2022,Land Cruiser,77838,5,Asia,Japan,Online
27-02-22,2022,Yaris,46110,3,South America,Argentina,Wholesale
28-02-22,2022,Vitz,78296,2,Africa,Kenya,Online
28-02-22,2022,Yaris,110071,5,South America,Argentina,Online
28-02-22,2022,Hilux,33051,2,South America,Argentina,Dealership
01-03-22,2022,Land Cruiser,53135,3,Africa,Nigeria,Online
01-03-22,2022,Hilux,95430,3,Europe,Spain,Online
02-03-22,2022,Prius,73263,4,South America,Peru,Wholesale
02-03-22,2022,Hilux,68221,2,South America,Brazil,Online
02-03-22,2022,Prius,67214,4,Africa,Morocco,Dealership
02-03-22,2022,Vitz,112151,2,Asia,Thailand,Dealership
02-03-22,2022,Corolla,82822,2,Africa,Nigeria,Online
03-03-22,2022,Prius,46833,1,Africa,South Africa,Online
03-03-22,2022,Yaris,75318,4,Asia,China,Wholesale
03-03-22,2022,Prius,70779,2,Europe,United Kingdom,Dealership
03-03-22,2022,Vitz,90526,2,Africa,Nigeria,Wholesale
03-03-22,2022,Vitz,101600,3,Asia,China,Wholesale
03-03-22,2022,Vitz,89035,1,Asia,South Korea,Wholesale
04-03-22,2022,Land Cruiser,106593,3,Europe,United Kingdom,Online
04-03-22,2022,Land Cruiser,104868,4,Europe,United Kingdom,Online
04-03-22,2022,Yaris,119049,4,Africa,South Africa,Wholesale
05-03-22,2022,Land Cruiser,37012,2,North America,Mexico,Wholesale
06-03-22,2022,Hilux,48317,5,North America,Canada,Online
06-03-22,2022,Land Cruiser,89797,3,Asia,South Korea,Wholesale
06-03-22,2022,Land Cruiser,75041,4,Europe,France,Dealership
07-03-22,2022,Vitz,107895,2,Africa,Egypt,Wholesale
07-03-22,2022,Prius,79285,2,Europe,United Kingdom,Online
07-03-22,2022,Corolla,54031,3,Europe,Spain,Wholesale
08-03-22,2022,Prius,71866,2,Asia,China,Online
09-03-22,2022,Hilux,57961,1,Africa,Nigeria,Online
10-03-22,2022,Corolla,42554,5,Africa,South Africa,Online
10-03-22,2022,Corolla,48407,3,North America,Canada,Online
11-03-22,2022,Land Cruiser,98773,3,Asia,South Korea,Dealership
11-03-22,2022,Yaris,92848,3,Asia,China,Online
11-03-22,2022,Vitz,110729,2,Europe,United Kingdom,Wholesale
11-03-22,2022,Vitz,93021,2,Europe,Spain,Dealership
11-03-22,2022,Yaris,40687,3,South America,Argentina,Dealership
11-03-22,2022,Vitz,85283,3,Africa,Kenya,Online
12-03-22,2022,Vitz,57328,1,Europe,Germany,Wholesale
12-03-22,2022,Corolla,88247,4,Asia,Japan,Wholesale
12-03-22,2022,Corolla,97966,1,South America,Colombia,Dealership
12-03-22,2022,Prius,37782,3,Africa,Egypt,Dealership
14-03-22,2022,Vitz,104826,2,Europe,United Kingdom,Wholesale
14-03-22,2022,Prius,32962,2,Africa,Kenya,Online
14-03-22,2022,Land Cruiser,75819,3,Asia,China,Dealership
14-03-22,2022,Corolla,95150,4,Asia,India,Online
14-03-22,2022,Yaris,110066,5,Africa,Morocco,Wholesale
14-03-22,2022,Vitz,95264,5,South America,Argentina,Dealership
15-03-22,2022,Hilux,116934,1,North America,Canada,Wholesale
15-03-22,2022,Corolla,65409,4,Europe,France,Dealership
15-03-22,2022,Corolla,34902,5,Africa,Morocco,Wholesale
15-03-22,2022,Vitz,34840,4,North America,Mexico,Dealership
15-03-22,2022,Hilux,117114,2,Africa,Morocco,Online
16-03-22,2022,Hilux,83780,2,South America,Colombia,Dealership
17-03-22,2022,Corolla,101656,4,North America,Canada,Wholesale
17-03-22,2022,Vitz,80756,3,North America,Mexico,Online
17-03-22,2022,Corolla,117630,5,South America,Colombia,Online
18-03-22,2022,Hilux,109817,5,South America,Brazil,Wholesale
18-03-22,2022,Hilux,100793,2,Africa,Egypt,Wholesale
18-03-22,2022,Land Cruiser,88418,1,South America,Colombia,Online
18-03-22,2022,Corolla,42738,5,Africa,Kenya,Dealership
18-03-22,2022,Hilux,89269,2,Africa,Morocco,Wholesale
19-03-22,2022,Vitz,34125,2,Asia,China,Wholesale
19-03-22,2022,Land Cruiser,59730,4,South America,Brazil,Dealership
20-03-22,2022,Prius,40269,4,North America,United States,Wholesale
20-03-22,2022,Hilux,55158,4,South America,Chile,Online
21-03-22,2022,Land Cruiser,75015,1,North America,United States,Dealership
21-03-22,2022,Land Cruiser,45740,5,Europe,Germany,Wholesale
21-03-22,2022,Prius,56850,1,South America,Brazil,Dealership
21-03-22,2022,Hilux,96533,1,South America,Colombia,Online
21-03-22,2022,Prius,54844,4,Asia,South Korea,Dealership
22-03-22,2022,Vitz,56238,2,Africa,Nigeria,Online
22-03-22,2022,Hilux,105066,3,Europe,Spain,Dealership
22-03-22,2022,Prius,34804,2,North America,Canada,Dealership
22-03-22,2022,Vitz,55785,2,Africa,Kenya,Wholesale
23-03-22,2022,Hilux,96786,2,North America,Mexico,Dealership
